Q100	Boston
Q196681	1977–78 European Cup
Q196685	Escape Plan
Q19668630	Olivia Hooker
Q1967172	Rogue Planet
Q1967307	Alfonso Domínguez
Q19675	Louvre Museum
Q1967618	National Radio Astronomy Observatory
Q1967803	Aller
Q1967967	Ugo da Carpi
Q1968070	U.S. Pergolettese 1932
Q1968198	Intercités
Q1968424	S.S.D. Massese
Q1968566	Pyla
Q1968576	Olin Howland
Q19686	River Thames
Q1968721	Cabrera National Park
Q1968780	Alexander Hall
Q1968839	Paul Weitz
Q19689	Tirana
Q19689203	The BFG
Q196928	Saint-Jean-le-Vieux
Q196933	The Talk of the Town
Q1969446	Undercover Blues
Q1969461	Thomas Fearnley
Q1969572	Backfire
Q1969707	Richard Francis-Bruce
Q1969730	Schengen Area
Q196977	Witness for the Prosecution
Q197004	Alçay-Alçabéhéty-Sunharette
Q1970087	Philip James de Loutherbourg
Q1970114	Souls for Sale
Q1970161	Four's a Crowd
Q1970185	Nels Stewart
Q197029	Lohitzun-Oyhercq
Q1970454	Pietro Scalia
Q197050	Zevenaar
Q1970612	Puez-Geisler Nature Park
Q1970634	Rieserferner-Ahrn Nature Park
Q1970690	Texelgruppe Nature Park
Q1970722	Daniil Mordovtsev
Q1971241	Wilfried Huber
Q197150	Hasparren
Q1971611	Bordertown
Q1971705	Norman Z. McLeod
Q1971717	Alan Hale
Q1971737	Rory Calhoun
Q1971748	Murder at 1600
Q1971768	Walter F. Parkes
Q1971856	Sea of the Hebrides
Q19720568	2015 Scheldeprijs
Q1972090	I Met Him in Paris
Q19721255	2015 Danmark Rundt
Q1972350	Vincent Sherman
Q1972453	Harry Mummery
Q19726567	Israel Start-Up Nation
Q1972879	Alf Skinner
Q1973469	Strange New World
Q1973525	Robert-Richard Zapp
Q1973568	Ullswater
Q1973587	Wilczek Island
Q1973878	Ned Lamont
Q1974	British Columbia
Q1974123	Jos Croin
Q1974128	Sean Callery
Q1974429	Fight or Flight
Q1974441	San Martin
Q1974485	Dniester Liman
Q197491	The Wolverine
Q1975294	Seymour Benzer
Q19753729	Nans Peters
Q19753887	Gertrude Coor
Q1975616	Unexpected
Q1975623	Andrea Pazzagli
Q197572	Hugo Henrique Assis do Nascimento
Q19757547	Kristabel Doebel-Hickok
Q197584	Henrique Pacheco Lima
Q1975921	Agustín Gómez Pagóla
Q1975943	Muhammad bin Abdulaziz Al Saud
Q197596	Dženan Radončić
Q1976	Givors
Q197601	Sedze-Maubecq
Q1976199	Gaudentius of Novara
Q197639	Zheng Jie
Q197671	Jader Volnei Spindler
Q197697	Alex Manninger
Q1976985	The Nelson-Atkins Museum of Art
Q19770	Sichuan
Q19771	G20
Q1977159	Submarine Patrol
Q1977506	Joseph Karakis
Q19775465	2014–15 Cypriot Cup for lower divisions
Q19776263	2015–16 Football League Championship
Q19776568	2015–16 Football League One
Q19778621	Tinkoff-Saxo 2015
Q197850	Morlaàs
Q19787101	Tip-Off Girls
Q19787500	Daniel Martínez
Q1978751	Oak Park
Q1979	Prince Edward Island
Q1979185	Quincy
Q19792227	2015 Novo Nordisk
Q19794	Josh Duhamel
Q19798700	Gamer's Guide to Pretty Much Everything
Q19798711	Into the Badlands
Q19798734	Stranger Things
Q19798744	The OA
Q19800096	Andrew Copp
Q19801699	Altman
Q19801728	Alvin and the Chipmunks: The Road Chip
Q19803458	2015 Brabantse Pijl
Q1981239	Alexander Molodchy
Q19819866	Aliona Bolsova Zadoinov
Q1982192	William Lundigan
Q1982202	Never a Dull Moment
Q1982255	Velimir Perasović
Q1982288	Neville Brand
Q1982311	Torch Singer
Q1982491	AEK Athens B.C.
Q1982869	Vampeta
Q19828998	John Ramage
Q198291	Ziad Jaziri
Q19829347	In Dubious Battle
Q19829521	The Fate of the Furious
Q19831195	Roompot Oranje Peloton 2015
Q198320	Ziano di Fiemme
Q1983212	The Curtain Pole
Q19832494	2015 Presidential Tour of Turkey
Q19832752	2015 La Flèche Wallonne Féminine
Q1983347	Matthias Withoos
Q1983355	Salute
Q1983360	Victor N'Dip
Q19833934	2015–16 3. Liga
Q1983444	Uralmash
Q1983457	PolyGram Filmed Entertainment
Q19837	Steve Jobs
Q19838230	2015 Tour de Yorkshire
Q19840207	Honolulu Lu
Q1984057	Cry Terror!
Q19841288	Iván García Cortina
Q198419	Elektrostal
Q19842151	Mistral Solutions
Q19842552	Zoolander 2
Q19842746	Teenage Mutant Ninja Turtles: Out of the Shadows
Q19842954	Navy Blues
Q1984340	Anatoli Bashashkin
Q19844955	Senne Leysen
Q198451	Saving Silverman
Q1984542	Be Big!
Q1984552	Jorge Seré
Q19847402	Dark Matter
Q19848	Lady Gaga
Q19848886	Yara Kastelijn
Q1984935	A Corner in Wheat
Q1984979	In the Meantime, Darling
Q19850715	The Big Short
Q1985079	Air Raid Wardens
Q1985281	Romance of a Jewess
Q1985289	Lady Helen's Escapade
Q198529	Ziebach County
Q1985470	Pissouri
Q1985488	Nick Offerman
Q1985501	Nick Petrecki
Q1985505	Nick Leddy
Q1985551	The Hessian Renegades
Q1985718	The Battle
Q1985760	Ziya Bunyadov
Q1985911	Niclas Hävelid
Q19859305	2016 Four Days of Dunkirk
Q1986005	Medal of Zhukov
Q198611	Don't Drink the Water
Q19861645	2015 Tour of California
Q1986168	Miracles for Sale
Q1986221	Nicolaas van der Waay
Q19862455	Peristeri B.C.
Q19863155	The Family
Q1986348	Josh Fisher
Q19863669	2015 Amgen Tour of California Women’s Race
Q198638	Jonathan Banks
Q19864571	Rory Mallinson
Q1986460	Run of the Arrow
Q1986513	White Bear Lake
Q19865522	A Night at Earl Carroll's
Q19866017	José Camprubí
Q19866287	Center for Biofilm Engineering
Q19866655	Brooks Benedict
Q19866927	The Ridiculous 6
Q19867196	Beyond the Blue Horizon
Q19867575	Central Intelligence
Q1986862	Dirck van der Lisse
Q19871275	U.S. Route 80 in Arizona
Q1987235	Talal El Karkouri
Q19872548	War Dogs
Q19872703	Douglas Wood
Q1987355	Almir Pernambuquinho
Q19874065	Hague Protocol
Q19874829	Just Off Broadway
Q19875	M1 motorway
Q1987654	The Duel at Silver Creek
Q19877874	Deepwater Horizon
Q19878028	Jay Eaton
Q19878337	Frontier Badmen
Q19878536	Grand Exit
Q19880059	The Good Humor Man
Q19880305	Honeymoon for Three
Q19881691	Walter Walker
Q1988230	Jim Thorpe – All-American
Q19882804	Akram Afif
Q19885337	Chiraq
Q19885540	2015–16 Oberliga Niederrhein
Q19887	Cartignano
Q19888	Casalgrasso
Q1989	Saskatchewan
Q19890	Castagnito
Q1989007	Dan Labraaten
Q1989142	The Big Noise
Q19893	Casteldelfino
Q1989375	Abbeville
Q19894	Castellar, Piedmont
Q1989594	Giulio Campagnola
Q19896	Castelletto Stura
Q19896792	2011 Madrid City Council election
Q19900	Oracle Corporation
Q19901	Millennium Falcon
Q19903	Castelletto Uzzone
Q199039	Pay Day
Q19905070	2015–16 Cypriot Second Division
Q19905316	2015–16 Cypriot Third Division
Q19906258	2015-16 STOK Elite Division
Q19906304	2015–16 Cypriot First Division
Q1990792	Alien
Q1990849	Jenílson Ângelo de Souza
Q1990947	Fools' Parade
Q19911	Castellinaldo
Q19911365	2015 Bayern-Rundfahrt
Q19911394	Limitless
Q1991336	Nikolas Maes
Q19915	Castellino Tanaro
Q1991515	Canito
Q1991697	France–Switzerland border
Q19917	Castelnuovo di Ceva
Q19918	Castiglione Falletto
Q1991808	Bill Graber
Q19919	Castiglione Tinella
Q19920	Castino
Q1992013	"Medal ""In Commemoration of the 850th Anniversary of Moscow"""
Q19921515	Daniel Turek
Q1992215	"Jubilee Medal ""60 Years of Victory in the Great Patriotic War 1941–1945"""
Q19923099	Hewlett Packard Enterprise
Q1992342	Nils Ekman
Q1992483	The Bullfighters
Q19925	Cavallerleone
Q1992646	The Great Gatsby
Q19927	Cavallermaggiore
Q199275	Echterdingen station
Q1992894	Hopkins
Q19929	Celle di Macra
Q1992938	Nine Lives
Q1993052	Strangers May Kiss
Q1993201	The Renunciation
Q19933	Centallo
Q19936	Ceresole Alba
Q19937	Cerretto Langhe
Q19938	Cervasca
Q1993804	Christy Cabanne
Q1993812	Infinity
Q19938147	Simone Consonni
Q199408	Alboran Sea
Q19941	Cervere
Q19941568	Emīls Liepiņš
Q1994289	That's My Wife
Q199431	Zignago
Q199436	Bismarck Sea
Q1994399	Eulis Báez
Q19944	Ceva
Q1994547	Čaška Municipality
Q1994574	Faraday Lectureship Prize
Q19946	Cherasco
Q19946102	Beauty and the Beast
Q1994614	Noah Clarke
Q19946551	Conor Dunne
Q19947163	2015 World Ports Classic
Q199479	Solomon Sea
Q19948	Chiusa di Pesio
Q19948176	Andrew Wilson
Q1994957	Alan Cranston
Q199500	Gyumri
Q1995074	Ercole Procaccini the Younger
Q19951	Cigliè
Q1995234	The Yellow Ticket
Q19953861	Peyia 2014
Q19953864	APEA Akrotiriou
Q19954	Cissone
Q1995411	The Trail of '98
Q19957	Clavesana
Q1995730	Nolan Yonkman
Q19958425	Riccardo Minali
Q199609	Ōita
Q19961	Corneliano d'Alba
Q19961758	Livadiakos Livadion
Q1996268	Pardners
Q1996269	Crisis
Q19963	Cortemilia
Q1996348	The File on Thelma Jordon
Q199654	Barbara McClintock
Q19968	Cossano Belbo
Q19968758	Cecilie Uttrup Ludwig
Q19968998	Andreas Vangstad
Q1996921	Zinovie Serdiuk
Q1996968	Carlos Enrique
Q19971	Costigliole Saluzzo
Q19972	Cravanzana
Q19973	Numb
Q19974904	Mary Isabel McCracken
Q19976	Somewhere I Belong
Q19977	Lying from You
Q1997730	John Halliday
Q19978	Breaking the Habit
Q1997837	Vladimir Andreev
Q19979596	2015 Tour des Fjords
Q199797	Tacoma
Q1997975	Hocine Yahi
Q199822	Castillon
Q19983487	The Magnificent Seven
Q199839	The Jungle Book
Q199853	Gossip Girl
Q19985572	2015 Tour of Belgium
Q19986592	Ellenwood
Q1998730	A Century of Cinema
Q199880	Ararat Province
Q199884	Anna Paquin
Q199889	Kumamoto
Q1998925	Turki I bin Abdul-Aziz Al Saud
Q199896	Karl Malone
Q1999028	The Silver Chalice
Q199931	Blair Waldorf
Q1999505	José Alberto Percudani
Q199952	Taormina
Q199957	Småland
Q1999572	1435 mm track gauge
Q1999631	The Road to Wellville
Q1999640	Norman Lloyd
Q1999657	The Road to Glory
Q1999847	Pachín
Q1999970	Upper Alsace
Q20	Norway
Q200003	Hornindalsvatnet
Q200009	Ineos Grenadiers
Q20001199	Guardians of the Galaxy Vol. 2
Q20001462	Popstar: Never Stop Never Stopping
Q200022	Matsuyama
Q20002494	Steel Against the Sky
Q20002654	The Trouble with Women
Q200028	Hamilton
Q2000355	Wesley Crusher
Q20004	Faint
Q20004082	Vitaliy Balytskyi
Q20004180	We Have Our Moments
Q20004221	The Gambler from Natchez
Q20005	From the Inside
Q2000562	1993 Mediterranean Games
Q20006	Crissolo
Q200061	Prizren
Q20007134	Frank Marlowe
Q200077	Morioka
Q200078	Okayama
Q200096	17 Again
Q2001	Stanley Kubrick
Q20011271	Serie B 2015/16
Q2001168	Samuel Påhlsson
Q2001226	Petr Bříza
Q20013	Demonte
Q20016030	2016 Tour of Belgium
Q2001604	Patrick Wayne
Q200166	Kitchener
Q20017	Diano d'Alba
Q20018	George Biddell Airy
Q20018927	Héctor Sáez
Q2002141	Philip Sadée
Q20022	Dogliani
Q200231	Oise
Q20023116	Star Trek Beyond
Q200239	Lake Biwa
Q20025	Dronero
Q20025032	2016 Giro d'Italia
Q20025073	2015 Tour de Luxembourg
Q200251	Kōchi
Q200252	Morelia
Q2002770	Theodore Roosevelt Island
Q20028	Entracque
Q2002945	The Three Musketeers
Q200299	All About Eve
Q2002993	The Man I Love
Q2003	Newfoundland and Labrador
Q20031314	2015 Vuelta a Castilla y León
Q20031490	2016 Vuelta a Castilla y León
Q200321	SC Heerenveen
Q2003243	Japan National Route 42
Q2003337	Unaccompanied Minors
Q20033471	2016 La Flèche Wallonne
Q20033511	Michael Paliotta
Q2003440	Sheldon Souray
Q2003519	Air Canada Flight 797
Q200355	Olivia Wilde
Q20035564	2016 Tour de Luxembourg
Q20036	Envie
Q2003678	The Thin Pink Line
Q20037	Farigliano
Q2003736	Pacific Crest Trail
Q2003850	Next of Kin
Q2003900	Aleš Kotalík
Q200396	Sherlock Holmes
Q20040	Faule
Q2004016	The Mad Magician
Q2004024	Walter Abel
Q2004044	Patrick Eaves
Q200405	John Hurt
Q2004176	Gertrude Astor
Q200428	Shawn Chambers
Q2004290	Satan Met a Lady
Q2004373	Anita Hendrie
Q2004409	Rance Howard
Q200460	Jayne Meadows
Q20046675	2016 Critérium du Dauphiné
Q20047046	Jeroen Meijers
Q2004713	Steve Eminger
Q2004775	Ryan Whitney
Q2004843	Scottie Upshall
Q20049	Feisoglio
Q2004959	Sheldon Brookbank
Q20050	Fossano
Q2005041	The Bad Sleep Well
Q2005136	Tom Preissing
Q200514	Frank Morgan
Q2005146	Nunnally Johnson
Q2005156	Rosamond
Q200534	Tilda Swinton
Q2005388	Radoslav Rogina
Q2005574	Vyacheslav Butsayev
Q2005579	Stripperella
Q20056	Frabosa Soprana
Q2005629	William Bendix
Q200572	I, Robot
Q200578	Yokosuka
Q20058815	Giuseppe Valeriani
Q200589	Utsunomiya
Q20059	Frabosa Sottana
Q2006107	Vladimir Malakhov
Q20062	Frassino
Q2006411	Antonietta Brandeis
Q2006459	Edward LeSaint
Q20065149	André Cheron
Q20066659	Jordan Greenway
Q2006667	Possessed
Q20067	Gaiola
Q200672	Notting Hill
Q2006775	The Dolly Sisters
Q2006869	X-Men
Q2006897	Josip Katalinski
Q200692	Achille Castiglioni
Q200696	Gordon County
Q2007	Northwest Territories
Q2007008	After Many Years
Q20070265	2016 Tour of Croatia
Q200707	Takamatsu
Q20071027	2016 Liège–Bastogne–Liège
Q2007178	Little Old New York
Q200728	Two Tickets to Paradise
Q2007327	Valeri Zelepukin
Q200740	Asahikawa
Q200747	Wakayama
Q200768	Dennis Quaid
Q20076833	Wallflower
Q200770	Robert Green
Q200785	Tim Howard
Q200797	Polotsk
Q2008	Gare de Lyon-Part-Dieu
Q200804	Predator
Q20080457	2016 Kuurne–Brussels–Kuurne
Q200805	Aguascalientes City
Q2008186	Lyle Bettger
Q200827	The Wicker Man
Q200841	Jim Caviezel
Q200843	Bamberg–Rottendorf railway
Q20084518	2015 Tour of Utah
Q2008503	Oakhurst
Q200865	Carugo
Q200868	Marek Jankulovski
Q200873	The Lost World: Jurassic Park
Q20087598	2016 Tour de Suisse
Q20087670	Jonny Brodzinski
Q20089	Gambasca
Q200895	Agatha of Sicily
Q2009	Yukon
Q20090	Garessio
Q20090315	Brock Boeser
Q200906	RER C
Q20090644	Auston Matthews
Q20090912	Vinnie Hinostroza
Q20090949	Tina Huang
Q200917	Zaslaŭje
Q2009192	The Sun Shines Bright
Q20092127	2014 Giro di Lombardia
Q200925	Lona-Lases
Q20093	Gorzegno
Q20093154	Sharpshooters
Q20093798	That Night with You
Q200938	Loreto
Q20094	Gottasecca
Q20095	Barasso
Q2009573	James Bond
Q20096	Govone
Q2009604	Aradhippou
Q20097	Florac
Q20099	Grinzane Cavour
Q2009982	Born Yesterday
Q201006	FC Dinamo Tbilisi
Q2010076	From the Terrace
Q201008	arrondissement of Saint-Claude
Q201014	Perquimans County
Q201026	Kauai
Q20103	Assisi
Q201034	Lana Turner
Q20105	Guarene
Q201051	Rishon LeZion
Q20105738	Laurens De Plus
Q20107	Igliano
Q20108	Isasca
Q20109	La Morra
Q20109574	Sarah Edwards
Q20109709	Casper Pedersen
Q20110	Francesco Totti
Q2011065	2000 Russian Top Division
Q20111	Lagnasco
Q2011101	1994 Russian Top League
Q201117	Toyota
Q20111975	2016 Milan–San Remo
Q20112	Lequio Berria
Q2011211	Dorothy West
Q201125	Zrenjanin
Q20114	Lequio Tanaro
Q2011456	Gaku Shibasaki
Q20115	Lesegno
Q20116	Levice
Q2011732	Žan Tabak
Q20118529	2015–16 Football League Cup
Q20119002	2015–16 FA Cup
Q20119941	2015–16 Austrian Football Bundesliga
Q20120	Limone Piemonte
Q20120108	Ghostbusters
Q2012050	Donetsk Oblast
Q201215	My Fair Lady
Q20122	Lisio
Q20123	Macra
Q201234	The Adventures of Robin Hood
Q20125	Magliano Alfieri
Q20126	Bastia Umbra
Q2012626	José María Basanta
Q201279	Woody Harrelson
Q20128	Magliano Alpi
Q201293	Roman Holiday
Q20130	Mango
Q20131	Manta
Q201311	Dinan
Q20132	Marene
Q2013286	Obyčtov
Q201352	Pontoise
Q201360	Grasshopper Club Zürich
Q2013767	Berlin-Mitte
Q201379	Forgetting Sarah Marshall
Q2013855	Lured
Q201394	Ján Mucha
Q201412	Carrodano
Q20143	Bettona
Q2014359	Communauté urbaine de Dunkerque
Q20144	Bevagna
Q20146	Campello sul Clitunno
Q201471	J. T. Brown
Q201474	1930 Albanian Superliga
Q2014801	Magnolia Hotshots
Q201492	McGill University
Q201496	Sistema Ibérico
Q201513	Edward Witten
Q201516	Miami Beach
Q201534	Flórián Albert
Q20155428	2016 Vuelta a Asturias
Q20155459	2016 Tour de Yorkshire
Q2015598	Reinardt Janse van Rensburg
Q2015615	Gabriel Pereyra
Q201567	IFK Göteborg
Q201584	A.E.K. Athens F.C.
Q2016076	The Fighting Kentuckian
Q201608	Dennis Rodman
Q201613	Maebashi
Q201614	Bompietro
Q201616	Roman Catholic Diocese of Rockford
Q201618	Fukui
Q2016342	Oh, God!
Q2016370	Mad Dog Time
Q201641	Chris Sanders
Q201653	SoftBank
Q20166	Margarita
Q201663	canton of Giromagny
Q2016661	Say It Isn't So
Q201674	The Deer Hunter
Q201679	Lake Volta
Q20168	Marmora
Q2016805	Hassan El-Shazly
Q201687	Milk
Q20169	Marsaglia
Q20169711	2016 Amstel Gold Race
Q20170	Martiniana Po
Q2017044	Pelican
Q2017059	Alexander Palace
Q201713	The Last of Mrs. Cheyney
Q201722	Veroia
Q2017333	Oklahoma!
Q20175097	2016 Paris–Roubaix
Q201752	Javi Martínez
Q201766	Bougainville Island
Q2017676	Visit to a Small Planet
Q20176865	2016 Omloop Het Nieuwsblad
Q20177	Melle
Q20178	Joe Pesci
Q2017853	John Dehner
Q20179	Moiola
Q2018	Calcio Catania
Q20180	Mombarcaro
Q20181	Mombasiglio
Q2018180	Kembo Uba Kembo
Q20182	Monastero di Vasco
Q201825	Marek Hamšík
Q20184	Monasterolo Casotto
Q201842	Adam Scott
Q20185	Monasterolo di Savigliano
Q201857	Carolina Hurricanes
Q2018585	Ján Zlocha
Q20186	Monchiero
Q201860	Clint Dempsey
Q201864	Tampa Bay Lightning
Q201866	Aleksandr Kerzhakov
Q201879	Dimitris Salpingidis
Q20188	Mondovì
Q201885	Fanis Gekas
Q2018990	Ole-Kristian Tollefsen
Q20190	Monesiglio
Q20191	Monforte d'Alba
Q201910	Miloš Krasić
Q2019173	2007 Milan – San Remo
Q201924	The Aviator
Q201927	David Hasselhoff
Q20193	Montaldo Roero
Q201932	Kōfu
Q2019352	Emily Fitzroy
Q2019366	Show Boat
Q2019694	Mehsana district
Q20197	Montaldo di Mondovì
Q201976	Caroline Goodall
Q201980	Viktor Stålberg
Q201982	Clichy
Q20199	Montanera
Q20201	Montelupo Albese
Q202028	War of the Worlds
Q202029	Bringing Down the House
Q20203	Montemale di Cuneo
Q202051	Jean Hersholt Humanitarian Award
Q202054	Keisuke Honda
Q202056	Hank Azaria
Q2020649	Nordic Investment Bank
Q202071	Falcón
Q20208	Monterosso Grana
Q202083	Firth of Forth
Q202088	London Borough of Camden
Q20210	Monteu Roero
Q2021033	Ollie Matson
Q20211	Peenehagen
Q202141	Criminal Minds
Q202144	Shelley Winters
Q202148	Burt Reynolds
Q202150	Stade Vélodrome
Q202152	Andrew Fire
Q202158	Hämeenlinna
Q20217	Montezemolo
Q202172	Walter Matthau
Q202174	Argyll and Bute
Q202211	Gandhi
Q202237	Landon Donovan
Q2022518	Krisztina Egyed
Q202254	Emmanuel Mayuka
Q202259	Heinrich Haussler
Q20226	Monticello d'Alba
Q202264	Murders in the Rue Morgue
Q20229	Montà
Q202295	Tracy McGrady
Q2023	Nunavut
Q202304	Jason Segel
Q202317	Volga Federal District
Q20232	Moretta
Q2023248	Omega Pharma-Lotto 2011
Q202326	The Godfather Part III
Q202329	Joey Barton
Q2023649	Hard to Get
Q202371	The Rescuers Down Under
Q2023710	Tom hollad
Q20238	Morozzo
Q202381	Maggie Gyllenhaal
Q202404	Giorgos Samaras
Q2024064	Bad Boy
Q20241	Murazzano
Q202410	Yakubu
Q20241074	Léo Vincent
Q2024209	Ong Poh Lim
Q2024320	Sergei Mamchur
Q2024333	2012 Volta ao Algarve
Q20244	Murello
Q2024400	Texas, Brooklyn and Heaven
Q202449	David Ogden Stiers
Q202454	Walworth County
Q20247	Narzole
Q202475	Téa Leoni
Q202488	Dwight Helminen
Q202494	Canal du Midi
Q202508	The Mummy
Q20251	Neive
Q2025358	Leonid Korniyets
Q20254	Neviglie
Q202548	Vertigo
Q202560	Carpentras
Q202569	Emre Belözoğlu
Q2025779	Nasiba Zeynalova
Q20258	Niella Belbo
Q2025814	Nancy Gates
Q202585	RCA Records
Q202598	Váh
Q202600	Richard Kiley
Q20261	Niella Tanaro
Q202621	Larry Bell
Q202631	John Archibald Wheeler
Q202645	Adrian Mutu
Q2026605	Operator 13
Q20266330	Frederick William University
Q20268	Novello
Q202704	Portoscuso
Q202711	Jānis Sprukts
Q20272	Nucetto
Q202725	Mia Farrow
Q202735	Billy Bob Thornton
Q20276	Oncino
Q202765	Kate Winslet
Q202770	Alexei Kosygin
Q202779	Craig Patrick
Q20278	Ormea
Q20278699	Hayley Simmonds
Q2027905	Billy Jack
Q202792	Rebecca Romijn
Q202796	Desna River
Q2028	Verona
Q20281	Ostana
Q2028118	The Campaign
Q2028231	Orangevale
Q20284	Paesana
Q202878	Mae West
Q20290	Pagno
Q202905	Lake Okeechobee
Q202907	Ōtsu
Q20292	Pamparato
Q2029222	Shelby
Q2029247	Lake Wildwood
Q202973	Kingston
Q20299	Paroldo
Q2029901	OHADA
Q203000	Perth
Q203002	Igor Akinfeev
Q203008	Los Angeles Kings
Q203013	Ottawa Senators
Q203022	Mineral County
Q203026	Sergei Zalyotin
Q20303	Perletto
Q2030356	Jess McMahon
Q2030471	The Midnight Meat Train
Q203049	Gage County
Q20305	Perlo
Q2030510	The Singing Detective
Q2030640	Robert Reichel
Q2030657	Semisopochnoi Island
Q2030665	World Professional Billiards and Snooker Association
Q20310184	Those High Grey Walls
Q2031044	Orlando Miracle
Q203108	TMNT
Q20311	Peveragno
Q20311342	Alias Mary Dow
Q20311446	2015 Strade Bianche Women
Q2031292	Paul Feig
Q2031494	2005 Portuguese legislative election
Q2031569	People's Party of Galicia
Q2031626	Pat and Mike
Q203163	André Roy
Q203168	Fratte Rosa
Q203169	Montecristo
Q2031748	Being Human
Q2031920	Unión Magdalena
Q2031960	What Price Hollywood?
Q203205	Jon Polito
Q2032119	Roberto De Zerbi
Q203215	Max von Sydow
Q203219	Boris Karloff
Q2032354	Pietro Belluschi
Q2032599	Life with Father
Q2032646	Sidney M. Gutierrez
Q2032799	Junko Hiramatsu
Q203286	Kevin Johnson
Q2032934	Aleksandr Kharitonov
Q203308	Shimonoseki
Q203309	Vesoul
Q203312	Uccle - Ukkel
Q2033126	Bob Hubbard
Q2033175	George Grimshaw
Q203331	Roko Ukić
Q20334	Pezzolo Valle Uzzone
Q2033423	Skiensvassdraget
Q2033544	Ricardo Cortez
Q2033741	2010 Giro di Lombardia
Q203384	Toronto Maple Leafs
Q2033964	Oskar Schmieder
Q203401	Edward Hopper
Q2034324	Tommy Albelin
Q20344	Pianfei
Q203451	Juninho Pernambucano
Q2034584	The Wendell Baker Story
Q203462	Lake Ilmen
Q20347	Piasco
Q2034846	Paul Douglas
Q203493	Kingdom of Romania
Q203509	Uppland
Q20351	Pietraporzio
Q203515	Divorce American Style
Q20353	Piobesi d'Alba
Q2035424	RusHydro
Q2035444	Joinville Esporte Clube
Q203545	Michael Gambon
Q2035459	Willian Arão
Q20355	Piozzo
Q2035565	Chakrabongse Bhuvanadh
Q20356	Pocapaglia
Q203573	Bursaspor
Q20358	Polonghera
Q2035840	Scott Walker
Q20359	Pradleves
Q2036181	Roger Young
Q20362	Prazzo
Q20363	Priero
Q2036341	The Damned Don't Cry!
Q203643	James Abbott McNeill Whistler
Q203644	Tony Miles
Q203651	Apollo 9
Q203657	Jon Dahl Tomasson
Q2036627	Ota Hofman
Q203665	Simão Sabrosa
Q2036753	Robert C. Springer
Q2036770	Richard N. Richards
Q2036992	Otho Lovering
Q2037	A.C. ChievoVerona
Q203707	Kim Possible
Q2037090	The Tall T
Q2037125	State Street Corporation
Q2037195	Tarzan's New York Adventure
Q20372	Priocca
Q2037238	Oleg Shatov
Q203728	2012 Tour Down Under
Q20374	Priola
Q2037445	Ryan Carter
Q203749	Fernando Muslera
Q20375	Prunetto
Q20376	Racconigi
Q20377	Revello
Q2037725	Willie Mitchell
Q203778	The Muse
Q2038012	Cadmus M. Wilcox
Q203804	Tim Roth
Q20381	Cannara
Q203819	Claudette Colbert
Q20382	Cantagallo
Q2038231	canton of Janzé
Q203828	Gustave Moreau
Q2038350	Roald Sagdeev
Q20384	Cascia
Q203840	Isabella Rossellini
Q20385	Carmignano
Q2038528	Amsterdam
Q2038577	Drums Along the Mohawk
Q20386	Castel Ritaldi
Q20387	Poggio a Caiano
Q2038865	Women's Basketball Hall of Fame
Q203889	Luton
Q20389	Montemurlo
Q20390	Castiglione del Lago
